train_loss,train_accuracy,test_loss,test_accuracy,long_loss,long_accuracy
0.034154404,0.7655407,0.03621136,0.7472188,0.042015463,0.7136437
0.03365432,0.7706032,0.033095326,0.76690626,0.036793623,0.75369686
0.03693724,0.74591875,0.03802164,0.73668754,0.047021378,0.68885934
0.034339234,0.77382815,0.034432314,0.77131253,0.038795967,0.7517031
0.055973392,0.5464312,0.050073814,0.59150004,0.06454575,0.43455
0.045175318,0.641225,0.03929929,0.708,0.059201967,0.59012496
0.036857292,0.74047816,0.04354613,0.69468755,0.044380605,0.74237496
0.03518185,0.7605687,0.034262896,0.77106255,0.04383194,0.73235625
0.042648923,0.6998688,0.03572649,0.75568753,0.038566053,0.7236062
0.03395316,0.77318746,0.03327051,0.77087504,0.03425225,0.76409686
0.036206186,0.76189685,0.063128546,0.5653594,0.06017183,0.64361876
0.052776027,0.6143094,0.04469567,0.6754688,0.05507421,0.5949906
0.061938282,0.52623445,0.07322934,0.40078127,0.07317408,0.35527188
0.06779619,0.40670314,0.06473283,0.4216719,0.06769142,0.371
0.063919894,0.42497808,0.062486198,0.43850002,0.06626885,0.37887186
0.061989974,0.44284686,0.060958523,0.45782813,0.06489422,0.39529687
0.05979435,0.47137183,0.05848711,0.49150002,0.06442722,0.40307498
0.0564081,0.5158906,0.05501032,0.5386094,0.065911755,0.40428123
0.050961614,0.5884656,0.047515586,0.63420314,0.0688945,0.45285937
0.047735486,0.6417969,0.04484905,0.67154694,0.054615077,0.571675
0.040583447,0.713953,0.038225938,0.7341094,0.045397934,0.69653124
0.038490996,0.7426655,0.06106245,0.58931255,0.07246637,0.57452184
0.048450332,0.6481032,0.043869622,0.6745938,0.04741015,0.62448126
0.036400042,0.7543719,0.051439177,0.64221877,0.07042337,0.5566437
0.03987226,0.7139405,0.034330446,0.7600469,0.037798107,0.7515187
0.0499683,0.6455906,0.04834239,0.640375,0.056505073,0.57078123
0.03992303,0.7258407,0.034199964,0.7732813,0.049491763,0.6826031
0.0350923,0.7608,0.03521861,0.74643755,0.038653746,0.7473469
0.031760134,0.7879625,0.03775051,0.7402969,0.04638943,0.7142562
0.03088234,0.79572815,0.04070464,0.72920316,0.047909815,0.7217031
0.035571966,0.7480532,0.03176429,0.7799688,0.03635284,0.77140313
0.029737482,0.81439054,0.029463153,0.81287503,0.039548628,0.7693281
0.028369997,0.8260187,0.0432421,0.7276094,0.05344785,0.7048
0.033763472,0.78706247,0.036182314,0.7578438,0.045733802,0.72031873
0.027186243,0.8345563,0.026241595,0.84375006,0.028644284,0.8439937
0.027507963,0.83137184,0.032465402,0.798125,0.03333089,0.8196906
0.027249405,0.8379155,0.03077645,0.8055782,0.031628385,0.8218719
0.026462667,0.84407187,0.027613042,0.83439064,0.03221554,0.81939375
0.026263732,0.8488375,0.027574701,0.8325782,0.029807609,0.83441246
0.02595285,0.8503938,0.028144598,0.82701564,0.026589923,0.8583
0.024658052,0.8603186,0.025949357,0.8477657,0.029520415,0.8413906
0.031456787,0.8132907,0.067487404,0.5373281,0.076419406,0.50706875
0.036885437,0.76282805,0.030628594,0.8104844,0.04677676,0.7196781
0.026977409,0.8408937,0.027063793,0.83267194,0.032184828,0.8133594
0.02468754,0.86090934,0.024738943,0.85654694,0.024843963,0.8672531
0.029348832,0.8245531,0.040528502,0.73039067,0.03877458,0.76408124
0.04031992,0.7298344,0.028561115,0.83212507,0.032346185,0.8134281
0.027583709,0.8463249,0.025725175,0.85507816,0.021748116,0.8951781
0.021884482,0.8845281,0.024002893,0.864875,0.020332586,0.9043687
0.03154274,0.8079312,0.033358682,0.77620316,0.042736504,0.73373437
0.028348409,0.83441246,0.027418924,0.84176564,0.02274133,0.8858687
0.022771308,0.8792406,0.0217749,0.8816719,0.020224588,0.9025
0.023168452,0.87832505,0.024897266,0.86151564,0.021883024,0.89217186
0.022243863,0.88315934,0.04141879,0.7535469,0.03165057,0.8377218
0.030795662,0.82017183,0.0397415,0.7352969,0.0448347,0.7271281
0.029752886,0.82588434,0.025762826,0.85318756,0.02199445,0.8922656
0.023632508,0.8723062,0.02233176,0.88275003,0.024944102,0.87160623
0.023146177,0.8767562,0.023561114,0.87392193,0.019551296,0.9100469
0.032291044,0.81529063,0.035607815,0.77442193,0.045200232,0.68733436
0.026211787,0.85749984,0.025980735,0.8567188,0.019870648,0.90694374
0.0234449,0.87159383,0.02440658,0.8628438,0.018774232,0.9101781
0.023635557,0.87621874,0.023411807,0.88062507,0.017991094,0.91572183
0.03147317,0.81028116,0.024213478,0.8662969,0.0259825,0.8630031
0.024732487,0.8704438,0.024203274,0.8734219,0.021366466,0.89956874
0.027975049,0.84967196,0.031898323,0.812375,0.035630222,0.8043781
0.024743313,0.872225,0.023666268,0.8757657,0.019983452,0.9042969
0.021618458,0.89369994,0.02504446,0.8681094,0.018371753,0.9157656
0.020934511,0.898403,0.019632664,0.9059688,0.012424381,0.95567495
0.020027192,0.90462184,0.024254138,0.87290627,0.011964288,0.9547156
0.021409316,0.89428735,0.020427827,0.90356255,0.012304994,0.95366246
0.020667717,0.8979374,0.021274315,0.89175004,0.014873946,0.9358094
0.019220904,0.91064996,0.018178388,0.91782814,0.011927433,0.95460933
0.019349173,0.9092844,0.021282466,0.89220315,0.012750271,0.94974375
0.01830476,0.91657495,0.01968295,0.9014219,0.01507746,0.93359375
0.017622929,0.91952807,0.01945403,0.90725005,0.009858457,0.967025
0.022369634,0.8900781,0.022264553,0.89026564,0.020111179,0.90433747
0.020125031,0.90562814,0.021122545,0.8961563,0.012785268,0.9491094
0.01937995,0.9086938,0.020397719,0.9012657,0.014564038,0.94054997
0.018467698,0.9147593,0.018284947,0.9159219,0.01905524,0.91089374
0.01956851,0.9113249,0.018906236,0.91610944,0.0119316615,0.95531875
0.017136654,0.9265374,0.017415585,0.92170316,0.016650932,0.9255156
0.0178104,0.92131877,0.017636618,0.9229844,0.009970996,0.9660937
0.017688494,0.9240657,0.016999159,0.92481256,0.009533133,0.96982497
0.01861308,0.9102469,0.020609736,0.90118754,0.012149708,0.9543812
0.016782977,0.9273562,0.017977646,0.9190782,0.0095061725,0.9689968
0.01719451,0.9273907,0.019793712,0.9127188,0.010982932,0.9617937
0.017573563,0.92123115,0.02002353,0.9094219,0.014328568,0.94205624
0.019090446,0.9154314,0.018484926,0.9151094,0.008439841,0.97414374
0.020675994,0.9062031,0.021647617,0.8928907,0.015569933,0.93740624
0.018276522,0.9173624,0.028142717,0.8512813,0.01773442,0.9235656
0.01954549,0.9092001,0.019115096,0.91817194,0.010263256,0.9658344
0.018563626,0.9178811,0.01796046,0.9214844,0.009078876,0.9716156
0.016494866,0.92922187,0.016251026,0.9311719,0.009752182,0.96814996
0.021946935,0.89680636,0.016866487,0.93042195,0.010036669,0.9684531
0.016291225,0.932078,0.031321276,0.8350782,0.016863078,0.927625
0.02186439,0.8984563,0.018945633,0.9147813,0.015973255,0.93349683
0.018518504,0.9176751,0.022061242,0.8927344,0.0151759,0.93476874
0.017061075,0.9279469,0.019415746,0.90976566,0.009565019,0.96755624
0.017084183,0.9266188,0.017642798,0.92151564,0.008442065,0.9741
0.022910036,0.8898749,0.02247789,0.8934844,0.035457168,0.81518745
0.01666759,0.934825,0.016306814,0.93368757,0.014497575,0.94170934
0.01440246,0.94369054,0.014430824,0.9438751,0.008075514,0.9756219
0.015959807,0.9365313,0.01847215,0.9165938,0.011078659,0.9590875
0.040924773,0.7630406,0.03181027,0.82751566,0.043264493,0.7361125
0.019563656,0.91722816,0.017276512,0.92348444,0.013645147,0.9454687
0.01536273,0.9388062,0.018361332,0.91507816,0.011799662,0.9546687
0.018320428,0.9172532,0.017002724,0.9262188,0.010015709,0.9641406
0.018524714,0.91579366,0.019794341,0.9084844,0.016823886,0.92674375
0.020599764,0.90454376,0.035395674,0.8017344,0.016945992,0.9242656
0.01951621,0.9103593,0.01539809,0.93909377,0.010701,0.96101874
0.02229389,0.89270926,0.04235263,0.74912506,0.03340319,0.8289344
0.027840238,0.8608219,0.021274015,0.9191563,0.015259871,0.9407406
0.019620031,0.91363746,0.020112623,0.9075782,0.015970757,0.9323312
0.014976923,0.94185317,0.01569429,0.93618757,0.0118782185,0.9548031
0.015185659,0.9410031,0.018739747,0.91787505,0.016378565,0.93025935
0.033660803,0.8235438,0.037121713,0.80837506,0.065051645,0.5973344
0.025592415,0.88267195,0.019317217,0.91687506,0.01788475,0.92195624
0.018035848,0.92466563,0.016448926,0.9366875,0.017880721,0.9192906
0.016587537,0.9324531,0.017729625,0.92876565,0.012294458,0.95366246
0.018161014,0.9246124,0.019539015,0.9147969,0.015356821,0.9339781
0.02116153,0.9045843,0.022860017,0.88809377,0.015732048,0.93291247
0.020887233,0.9051155,0.020023916,0.90548444,0.013375943,0.94675624
0.018177299,0.92162496,0.025677314,0.8692969,0.015851773,0.9322656
0.01784304,0.9232968,0.016509559,0.9310782,0.010229625,0.96299374
0.022170031,0.89703745,0.019417545,0.91518754,0.017137747,0.9280687
0.018509584,0.9199407,0.03118969,0.8380313,0.016919116,0.926025
0.037123077,0.78582495,0.039850134,0.7596094,0.046588838,0.72319686
0.027481105,0.8598625,0.024465894,0.8800782,0.027948635,0.86086875
0.020126335,0.90994364,0.01729223,0.92731255,0.011092171,0.9601875
0.014460377,0.94607806,0.014818564,0.9450625,0.012478299,0.95184684
0.013928311,0.94834054,0.014316791,0.94484377,0.014037265,0.9411781
0.01423238,0.9466656,0.013249234,0.9531875,0.012465416,0.9494375
0.013438991,0.95192504,0.020658396,0.9007032,0.014113706,0.9408625
0.014105623,0.94798446,0.015220617,0.93868756,0.011100156,0.9577094
0.013313107,0.95378435,0.012631865,0.95925003,0.008976365,0.96967185
0.012565133,0.95857805,0.01359078,0.9502344,0.010651068,0.96024996
0.012994252,0.9543874,0.014216283,0.9466563,0.012623675,0.94997495
0.01791845,0.9210219,0.016282788,0.9317657,0.013461531,0.94567186
0.017760348,0.9247844,0.014489996,0.9419844,0.017973706,0.91791874
0.01595049,0.9367031,0.03256003,0.82657814,0.03640646,0.8055
0.031935986,0.8326406,0.033342835,0.81867194,0.03406245,0.81885934
